text,published,source,sentiment
wah kang Herman jadinya,1.77E+09,,Neutral
percuma tegas bang kalau bandar masih keliaran ðŸ—¿,1.77E+09,,Neutral
tidak mungkinn ðŸ˜­,1.77E+09,,Negative
bagusan shin taeyong,1.77E+09,,Negative
wilujeng coatchðŸ¤ðŸ¤,1.77E+09,,Positive
aura ngeslotnya kuat banget,1.77E+09,,Negative
JH out,1.77E+09,,Negative
reaksi et [sticker],1.77E+09,,Neutral
siapkan mentalmu dari sekarang bang johnðŸ˜,1.77E+09,,Negative
info dri mana lek?,1.77E+09,,Neutral
"bung John ,memilih pekerjaan yg sangat berbahaya di dunia . hatiÂ² bung",1.77E+09,,Neutral
dia tau ga ya klo tekanan di Indonesia sama aja kaya tekanan ngelatih king emyu,1.77E+09,,Negative
Kya pesimis ðŸ¥ºðŸ¥ºðŸ¥º,1.77E+09,,Negative
Target baru towel sama mafia ðŸ˜‚ðŸ˜‚,1.77E+09,,Neutral
nanti kalo indo udah bgus jadi king jangan lagi ada acara pelatih out lagi gara* bahasaðŸ¤­ðŸ¤­,1.77E+09,,Neutral
bagaimana ubah ole romeny jadi ole Davidâ˜ ï¸,1.77E+09,,Neutral
mang hermanðŸ”¥ðŸ”¥,1.77E+09,,Neutral
"gaakan berharap, cuman berharap sty comeback",1.77E+09,,Negative
coach Herman to timnas Indonesia her we go,1.77E+09,,Positive
apakah era king indo akan kembali?,1.77E+09,,Neutral
dari mukanya si meyakinkan semoga gsk ada mafia lagi,1.77E+09,,Positive
kata kata terakhir langsung keinget sesuatu dah ðŸ˜‚ btw ini pelatih nyalahin pemain kagak kell klo kalah?,1.77E+09,,Negative
pekerjaan paling berbahaya adalah melatih timnas indonesia atau melatih MUðŸ—¿,1.77E+09,,Neutral
"jangan dipake di timnas senior aja, tpi pke juga di u-20, u-22, u-23 biar jangka panjang..
 klo dipake di timnas senior aja, pasti di ajang bergengsi lainnya pemain-pemain nya udh memasuki masa tua nya.. semoga di dengar...
 #IndonesiaMendunia",1.77E+09,,Positive
cara mengubah ole romeny menjadi Jonathan David,1.77E+09,,Neutral
ini aura pelatih bukan kek si El kringgetan,1.77E+09,,Positive
Calvin verdonk mode Alphonso Davies ðŸ˜,1.77E+09,,Positive
Welcome to INDONESIA ðŸ‘ðŸ‘,1.77E+09,,Neutral
menang di puji kalah di hujat selamt melatih john herdman,1.77E+09,,Neutral
selamat datang john herdmanðŸ¥³ðŸ¥³ðŸ¥³ðŸ¥³,1.77E+09,,Positive
cihuyy,1.77E+09,,Positive
tebak pemain yg dititipin ke beliauðŸ˜ðŸ˜¹,1.77E+09,,Neutral
[sticker],1.77E+09,,Neutral
Ini baru gaya pelatihâ˜ ï¸ðŸ˜ˆ,1.77E+09,,Positive
"cara ngelatihnya kayak sty,jadi kangen nih",1.77E+09,,Negative
"perasaan gw pelatih kali ini bakal mengubah kaya coach shin, bakal memainkan permainan 3 bek dan permainan yg cantik dan mentalitas",1.77E+09,,Positive
let see..,1.77E+09,,Neutral
belom resmi ntar nasibny sm kek timur udah bahasÂ² eh ngak jdðŸ˜‚ðŸ˜‚ðŸ˜‚,1.77E+09,,Neutral
towel dan Justin dipersilahkan,1.77E+09,,Neutral
dia telah berani mengambil resiko terbesar dalam hidupnya,1.77E+09,,Positive
wow,1.77E+09,,Neutral
"sebelum sosmed si john rame dgn kata"" mutiara",1.77E+09,,Neutral
"dia keturunan Indonesia,,nama nya si Jon..nama bapak nya si hermanðŸ˜",1.77E+09,,Neutral
berani juga ambil kerja paling berbahaya ðŸ—¿,1.77E+09,,Neutral
#JOHNHERDMANOUT,1.77E+09,,Negative
"SELAGI BUKAN MENIR OREN, GASS",1.77E+09,,Neutral
top 5 pekerjaan paling berbahaya di dunia,1.77E+09,,Neutral
pemanasan dulu #HERDMANOUT,1.77E+09,,Negative
latihan dulu #johnherdanout,1.77E+09,,Negative
"padahal parkir bus sty pun bagus tapi malah di katain gapunya taktik, ehh pemain kita di dominasi pemain bertahan, sty udah tau komposisi tim makanya dibuat parkir busðŸ˜‚",1.77E+09,,Neutral
"mana pekerjaan paling berbahaya di dunia:
 a. pelatih king mu
 b. pelatih king indo",1.77E+09,,Negative
bro mengambil pekerjaan yang sangat berbahaya di dunia ðŸ—¿,1.77E+09,,Neutral
"jangan kaget ya coach semisal ntar udah ngelatih indo,kudu kuat mental dah ngadepin fans fomoðŸ—¿",1.77E+09,,Neutral
Ini serius?gue berharap bgt weh,1.77E+09,,Positive
belum deal loh bg,1.77E+09,,Neutral
"Cocok bgt ni dna indo banget long ball kedepan, lari, kejarðŸ”¥ðŸ˜…",1.77E+09,,Positive
vibes nya positif bgt,1.77E+09,,Positive
semoga gak di perlakukan seperti sty ya coach,1.77E+09,,Neutral
"dulu percaya ama sty, tapi skip dulu jaman kluipert el judol, next all in coach john herdmanðŸ”¥",1.77E+09,,Positive
Shin Tae young ðŸ”¥ðŸ”¥ðŸ”¥,1.77E+09,,Neutral
keren nih pelatih nya ðŸ”¥,1.77E+09,,Positive
selamat datang kick and rush ala negara dengan salah satu liga terbaik di dunia ðŸ˜,1.77E+09,,Positive
heran ada mirip sama pelatih fisik jya persibðŸ˜­,1.77E+09,,Neutral
here we go coachðŸ”¥,1.77E+09,,Positive
percuma nanti jg diganti kluivert,1.77E+09,,Negative
Aduhhh top idaman inimah ðŸ˜‚,1.77E+09,,Positive
kalo gini ekspresi pelatih dilapangan kita jadi smagat nonton nya..,1.77E+09,,Positive
takut bnget gk smpe sebulan udah d sruh out ðŸ¥°,1.77E+09,,Negative
"ini buat fokus turnamen apa njir, pildun lolos jg nggak masa buat piala asia?",1.77E+09,,Neutral
good news atau bad news?,1.77E+09,,Neutral
ntar ga jadi lagi... ðŸ˜ðŸ˜ðŸ˜,1.77E+09,,Neutral
mending nonton timnas futsal di banding sepak bola nya jirla ðŸ—¿,1.77E+09,,Negative
dalam hati gue kok yakin banget Ama ni pelatih,1.77E+09,,Positive
meskipun di latih coach yang profesional tapi klo permainan judi di dalam mafia masih keras Indonesia susah untuk melaju ke depan...ðŸ¤”,1.77E+09,,Neutral
Jangan disanjung dulu mending liat dulu fungsi apa ngga nya wkwk,1.77E+09,,Negative
"kalau kalah support,dukung, Semangatin jangan dikit-dikit suruh out",1.77E+09,,Positive
inilah keputusan Paling berani Yg diambilnya,1.77E+09,,Positive
"julukannya apa nihh, coach johan atau herman?",1.77E+09,,Neutral
kenapa gk nunjuk dia sebelum nunjuk Kluivert??,1.77E+09,,Positive
"zidane aja dah, lagi nganggur juga ituðŸ—¿",1.77E+09,,Neutral
ayo gua percaya sama lu jon,1.77E+09,,Positive
pemanasan #herdmanOUTðŸ˜‚,1.77E+09,,Negative
pesona sugar dedy banget ya,1.77E+09,,Neutral
dia menerima tawaran ngelatih tim nasional kita selamat coachðŸ’€,1.77E+09,,Positive
mudah2an gacor pakðŸ”¥,1.77E+09,,Positive
"tes ..herdman out..
 Sapri in",1.77E+09,,Negative
walaupun ganti pelatih kita tetap gak masuk piala Dunia,1.77E+09,,Negative
badan nya baguss jirðŸ¤­,1.77E+09,,Neutral
#outjohnherdman,1.77E+09,,Negative
seng ati ati pokok e pak jon...,1.77E+09,,Positive
latihan dulu #Herdman out,1.77E+09,,Negative
persiapkan diri kalian untuk doa di malam satu Rajab,1.77E+09,,Neutral
pekerjaan paling berbahaya melatih timnasðŸ˜‚,1.77E+09,,Neutral
berasa kasihan yaa sekarang kalau ada pelatih baruðŸ˜¢ðŸ¤,1.77E+09,,Neutral
kemarin Patrick sama teman nya juga gitu ðŸ—¿,1.77E+09,,Neutral
dari auranya pelatih banget si ga kayak petrikðŸ˜­,1.77E+09,,Positive
siapkan mentalmu coach ðŸ˜­,1.77E+09,,Neutral
yaaa... tergantung dr pemainya.. smg tim nas juara,1.77E+09,,Positive
kayak Bruno morera Persebaya,1.77E+09,,Neutral
semoga indo bangkit di fase kegelapan ini sejak sty di od indo gelap,1.77E+09,,Positive
smuamya trgntung Mafia bola bang ...,1.77E+09,,Neutral
siapapun pelatihnya timnas tetep gelap yg harus di ganti semua engurs pssi semua di ganti yg baru yg tau bola klau bisa semua mantan sebak bola,1.77E+09,,Negative
masalahnya bukan di pelatih tapi pada Federasi.,1.77E+09,,Neutral
kt sty diimbang ma pisikstamjna,1.77E+09,,Neutral
masalah nya bisa di stir nggak ðŸ™,1.77E+09,,Neutral
"oke , kita harus percaya proses lagi gaes , kita liat bagaimana dia memasak di piala asia , oh iya , piala asia peninggalan STY , jangan bikin kecewa ya â˜º",1.77E+09,,Positive
"mau pelatih sekelas morinho tapai kalau di setir sama federasipun sama aja...percuma.
 intinya orang2 yg di federasi di ganti semua,cari yg mantan pemain,pelatih yg ngerti sepak bola.",1.77E+09,,Neutral
helehhhh InggrisðŸ¤£ðŸ¤£ðŸ¤£,1.77E+09,,Neutral
takut dia dikeluarin lagi kaya sty,1.77E+09,,Neutral
ente yakin coach bakal ngelatih Indo ? ga sayang karier gemilang yang udah ente bangun selama ini ?,1.77E+09,,Neutral
"mari kita lihat, apakah dia tetap di setir oleh Federasi atau tidak?",1.77E+09,,Neutral
ahh pasti di politikin anjj ujung-ujungnya,1.77E+09,,Negative
moga aja bersinar bersama indo,1.77E+09,,Positive
mission impossible bagi john herdman...kalo gak sanggup minta saran tom chruise aja ya john,1.77E+09,,Negative
"kembalikan STY,ahk akankah itu keluar kembali",1.77E+09,,Neutral
bro mengambil resiko yg dimana salah sedikit bisa ngerusak cv,1.77E+09,,Neutral
pelatih bagus kalo mau diatur mafia percuma saja,1.77E+09,,Neutral
remember total football....,1.77E+09,,Neutral
latihan dulu brewwww,1.77E+09,,Negative
kaya mirip pelatih persib,1.77E+09,,Neutral
yang kemaren bukan total football tapi gagal total,1.77E+09,,Negative
verdonk menjadi daviesðŸ’€,1.77E+09,,Neutral
"percayalah, strategi ini cocok buat saddil, bekam,verdonk, ole, dll yg lari nya kenceng "", pemain yg lama mainin bola gakan main, kayak Marcellino, tapi Marcelino juga lumayan speed nya ,cuma perlu di benerin gaya mainya biar ga kebanyakan ngolah bola.",1.77E+09,,Neutral
judul lagunya apa bro ðŸ™,1.77E+09,,Neutral
miliano sprint,1.77E+09,,Neutral
"pelatih tu ginii, dilapangan triak"" ngaturr bukan cmn senyum"" njengking jadi meme",1.77E+09,,Negative
"persetan dengan filosofi, buktikan dgn menang aja",1.77E+09,,Negative
canada jaman sama doi emang ngeriðŸ˜‚,1.77E+09,,Positive
pelatih kali ini ibarat coachðŸ˜ˆðŸ”¥,1.77E+09,,Neutral
mantan pelatih deadpool jir,1.77E+09,,Neutral
"mau kick n rush mau total football mau pragmatis mau gegen pressing, high pressure, dukun pressung, jogo bonito, pakir bus, parkir pesawat, cattenecio terserah lah
 yang penting menang ðŸ¤£",1.77E+09,,Neutral
"izin pemanasan dulu
 #HERDMANOUT",1.77E+09,,Negative
Kalo kata Fabrizio mah here we gooo,1.77E+09,,Neutral
dah ga minat nntn timnas,1.77E+09,,Negative
lindungi bro ini,1.77E+09,,Neutral
"Luis milla : tiki taka, sty: park the bus, pK: total fooball, herdman : kick n rush",1.77E+09,,Negative
kalau ini sih agak mending dari si petrick,1.77E+09,,Positive
ga sekalian wingplay aj kh,1.77E+09,,Neutral
"Kayakynya bagus sih mininal punya taktik, gak yang senyum manis sama elap kringet doang",1.77E+09,,Positive
semoga bisa mengembalikan di era STY bahkan lebih terbang,1.77E+09,,Positive
kek rambo bg ðŸ”¥,1.77E+09,,Neutral
mau siapapun platihnya klau masih asa campur tangan politik ngak bakalan maju jga,1.77E+09,,Neutral
"aura pelatih yg pembelaan sama tim nya lebih besar,slalu mengutamakan kemenangan",1.77E+09,,Positive
awas her di indo bagus dikit di pecat,1.77E+09,,Neutral
kerasin sudah ngelatih timnas... gak papa,1.77E+09,,Neutral
stelan beliau sama ke sty dluh,1.77E+09,,Neutral
selamat bergabung pak hermanðŸ˜,1.77E+09,,Positive
"pelatih udah oke, semoga gak ada pemain titipan",1.77E+09,,Positive
"pelatih utama pep Guardiola, pelatih skil pemain zidane , juru taktik Jurgen Klopp, pelatih fisik pak pintus real Madrid, dokter kesehatan boyke",1.77E+09,,Neutral
pelatih negara guaa,1.77E+09,,Positive
Keknya dia tulus kayak sty deh semoga aja,1.77E+09,,Positive
contoh jepang ga pernah ganti pelatih,1.77E+09,,Neutral
udah resmi ka?,1.77E+09,,Neutral
"kenapa ngga dari maren erikkkkk, mlh petrik. pokoknya akhirannya yg rikk, suuuu",1.77E+09,,Negative
positif vibes letss goo coach,1.77E+09,,Positive
"jangan terlalu sukses sir,nanti ada yang gasukaðŸ˜¬",1.77E+09,,Neutral
kenapa pas d kualifikasi napa kg pilih nih pelatih aja napa harus Patrick ðŸ˜­,1.77E+09,,Negative
udah resmi?,1.77E+09,,Neutral
slamat datang lek herman ðŸ”¥,1.77E+09,,Positive
indo with kick and rush ðŸ”¥,1.77E+09,,Neutral
wah gacor ni si Herman ðŸ—¿,1.77E+09,,Positive
ngeri pernah melatih canada ðŸ˜¯,1.77E+09,,Positive
"siapa lagi ini cok, tp semoga sukses coachâ™¥ï¸",1.77E+09,,Neutral
jadi gini pokoknya ekspektasi jangan tinggi tinggi soalnya chemistry coach sama pemainnya belum ada,1.77E+09,,Negative
ntar baguss .. tu yg kata nya pundit koar2 taik nantik,1.77E+09,,Positive
ole makin gacor nih,1.77E+09,,Positive
"besar juga nyali ny, padahal sudah ada contoh nyata sebelumnya, baiklah kita liat apakah dia bisa bertahan atau ada tontonan lagi buat kita",1.77E+09,,Neutral
mudah mudahan sampe indo raut wajahnya nggak berubah ya coachðŸ—¿,1.77E+09,,Neutral
welcome pak hermannðŸ¤­,1.77E+09,,Neutral
"Intinya kalo Towel dkk berisik , brrti ni pelatih di jalan yg benar",1.77E+09,,Positive
"netizen indonesia 1 detik setelah peresmian pelatih baru:
 #JohnHerdmanOutðŸ”¥",1.77E+09,,Negative
"ga sabar tunggu ""John Herdman Out"" moment wkwkkw",1.77E+09,,Negative
CIHUYY [sticker],1.77E+09,,Positive
"beda pemain beda hasil , lihat aja ntr bakal bagaimana nasibnya, mnurut saya kita masih di tahap belajar passing kalau pelatih berkaliber seperti mungkin gak akan mengajarkan passing lagi lebih ke taktik dan itu akan berantakan karena teknik dasar pemain indo belum memenuhi standar",1.77E+09,,Negative
selamat di pekerjaan paling berbahaya,1.77E+09,,Negative
welcome masuk pekerjaan paling bahaya salah dikit langsung di hujatðŸ—¿,1.77E+09,,Negative
"*timnas putri Newzealand lolos pildun 2007 & 2011
 *timnas putri kanada perunggu olimpiade 2012 & 2016
 *timnas putra kanada lolos pildun 2022",1.77E+09,,Neutral
kenapa ga ini aja d banding Patrick dulu waktu kualifikasi piala dunia,1.77E+09,,Neutral
hermann,1.77E+09,,Neutral
Ini udah di konfirm kah?,1.77E+09,,Neutral
"beneran ga nih, soal nya ga nyari info timnas lagi belakangan ini",1.77E+09,,Neutral
Herman era,1.77E+09,,Neutral
pastinya dia ini berpengalaman karena melatih timnas Kanada yang sekarang jadi tuan rumah pildun,1.77E+09,,Neutral
Bisa disogok kah?. tkutkan dia diganti lagi,1.77E+09,,Negative
dapat mentahan dari mana,1.77E+09,,Neutral
woi kan blm tgl 25,1.77E+09,,Neutral
pemain harus nafas kuda semuaðŸ˜‚,1.77E+09,,Neutral
"jaman kluivert
 ""indonesia 2025 with total football ðŸ˜‚""
 sekarang
 ""indonesia 2026 kick and rush ðŸ¤£""",1.77E+09,,Negative
"naahhh baru cocok kalo kick and rush, walaupun banyak pemain keturunan Belanda tapi kita punya banyak back dan pemain lokal yg larinya kenceng. Kalo total football kita ga cocok karna sering ga sabaran dan sulit mencari ruang serta tak punya striker tinggi yg ganas",1.77E+09,,Neutral
tinggal balikin aja sty simple malah coba coba,1.77E+09,,Negative
"beliau ini ngambil pekerjaan yg high risk, tpi return nya bakal gede kalo berhasil",1.77E+09,,Positive
ini bagus ga guyss??,1.77E+09,,Neutral
semoga bener milih pelatihnya,1.77E+09,,Neutral
siap menyulap Mauro Zijlstra jadi Jonathan David,1.77E+09,,Neutral
indo butuh pelatih tegas dan ngamuk kayak gini dan dinginðŸ’€,1.77E+09,,Positive
@johnherdman out latihan buat nanti,1.77E+09,,Negative
"Mending jesus casas dari pada john herdman,soal nya john herdman statistik nya kurang bagusðŸ˜…",1.77E+09,,Negative
kalo bener dia yang ngelatih tolong coach bawa semua pelatih yang bersama saat di Canada maupun melatih terkahir karena keymisteri kalo udah dibangun agak susah nanti kalo ada satu yang masuk itupun baru,1.77E+09,,Neutral
jon herman,1.77E+09,,Neutral
auranya positif banget daripada petrikðŸ˜­,1.77E+09,,Positive
resmi?,1.77E+09,,Neutral
emg udh deal yaa,1.77E+09,,Neutral
Sebagus apapun pelatihnya kalo federasi bolanya mafia semua gk bakal mulussðŸ¤£ðŸ¤£ðŸ¤£,1.77E+09,,Neutral
"inti nya pssi mau pelatih yg mau di atur dari segala aspek dari pemilihan pemain PSSI yg pilih,",1.77E+09,,Neutral
tergantung pemain,1.77E+09,,Neutral
tiba-tiba bahasa Inggris aksen Birmingham ðŸ¤£ðŸ¤£ðŸ¤£ðŸ—¿,1.77E+09,,Neutral
"belum tahu lebih hebat di pegang dia atau STY
 yang pasti lebih hebat dia dari pada petrikðŸ—¿",1.77E+09,,Positive
Tah iya Tah Idak,1.77E+09,,Neutral
dan dia milih mengambil pekerjaan paling berbahayaðŸ—¿,1.77E+09,,Neutral
"kentut dikit, pelatih disuruh out",1.77E+09,,Negative
"intinya kalau pelatih baru jangan dihujat guys, dia juga perlu adaptasi support terus seperti sty dlu mulai dari 0",1.77E+09,,Positive
Ingat Indonesia akan lolos pildun 2030 dan di latih sama pelatih mata sifit,1.77E+09,,Positive
kayanya gak bakal bisa melebihi sty coba aja lihat nanti,1.77E+09,,Negative
selama bukan rekomendasi towel sama Arya Sinulingga sebagus apa pun pelatih nya juga akan d singkirkan apalagi kalo tau timnas yang mulai berkembang,1.77E+09,,Negative
"pegang kata"" gw dia ga akan lebih bagus dari sty liat aja, terserah gw mau dibilang ternak sty ora urus toh emang jaman sty enak",1.77E+09,,Negative
ini beneran gak si tdi gue liat di vt akun siapa gitu kalo pelatih Indonesia segera dia,1.77E+09,,Neutral
"infonya beliau ini menolak 3 negara yang dimana ada negara rank 70an ditolak, demi melatih indonesiaa...",1.77E+09,,Positive
udah terlambat,1.77E+09,,Negative
biar yg latih pep Guardiola pun tetep aja gitu,1.77E+09,,Negative
Herdman OUT pemanasann ðŸ”¥,1.77E+09,,Negative
"dia nolak jamaica ,Honduras dan Costa rica,apa iya dia memilih untuk Indonesia?ðŸ¤”
 kalo deal di indo sumpah beruntung bgt timnas kitaðŸ‘ðŸ¤©",1.77E+09,,Positive
semoga ga salah pelatih lgi,1.77E+09,,Negative
ada aura sty-nyaðŸ˜ŒðŸ”¥â¤,1.77E+09,,Neutral
dr pada si patrick cuma diem2 bae gk ada semangat2 nya latih timnas,1.77E+09,,Positive
Suka dah gua kalo pelatih ekspresif begini pas lg tanding. drpd PK duduk doang anjjjjj,1.77E+09,,Positive
semoga palatih kali ini tidak mengecewakan kita,1.77E+09,,Positive
lebih bagus Kluivert padahal,1.77E+09,,Negative
ini baru meyakin kan kalo petruk emang raguin mukanya,1.77E+09,,Positive
yg penting pelatihnya bukan indra Safri,1.77E+09,,Positive
"Melatih timnas Indonesia :
 1.Masuk top 10 sebagai pekerjaan paling berbahaya
 2.Masuk top 5 pekerjaan paling sulit
 soalnya dituntut lolos piala Dunia",1.77E+09,,Neutral
"latian dulu
 #herdmanout",1.77E+09,,Negative
back to era king indoðŸ˜¹,1.77E+09,,Neutral
dh deal?,1.77E+09,,Neutral
kenapa ga Ole Gunnar Solskjaer Bae aja co,1.77E+09,,Neutral
ayo Garuda terbang mendunia,1.77E+09,,Positive
mau ganti pelatih 1000Ã— pun jika tdk konsisten buat apa yg terpenting itu konsisten dan solidaritas,1.77E+09,,Neutral
emg udh fix?,1.77E+09,,Neutral
semoga beliau bukan the next coach lord Simon,1.77E+09,,Negative
"Hati2 john... kalah/seri pasti udh di goreng pecinta STY..
 Harus menang terus ya!",1.77E+09,,Negative
apakah 4 besar piala asia akan terulang?,1.77E+09,,Neutral
ok jhon tunjukkan kualitas mu jon,1.77E+09,,Positive
Herman menerima pekerjaan yg paling berbahaya didunia .. ðŸ—¿ apakah herman mampu melewati nya? Kita saksikan di episode seterusnya hanya di UKA-UKA,1.77E+09,,Neutral
Menurut kalian gimana?,1.77E+09,,Neutral
cemilan baru mafia bolaðŸ˜‚,1.77E+09,,Negative
tapi kasian sty udah rela ke indo,1.77E+09,,Neutral
petrik Kluivert versi putih,1.77E+09,,Neutral
sang pelatih sang juara,1.77E+09,,Positive
okeyy w setuju,1.77E+09,,Positive
secara CV lebih bagus pak Herdman daripada Kluivert sama heitinga,1.77E+09,,Positive
SEKETIKA TERNAK STY GK TERIMA,1.77E+09,,Neutral
kapan ke indo man ðŸ¤­,1.77E+09,,Neutral
era king indo di mulaiðŸ˜ˆ,1.77E+09,,Positive
kalo mau pake taktik kick n Rush harus kuat fisik sih,1.77E+09,,Neutral
"Brexit tackle, here we go",1.77E+09,,Neutral
bagus nih rekor pelatihan nya dari pada yang kemarenðŸ˜…,1.77E+09,,Positive
yang penting jangan belanda duluuuâ˜ºï¸,1.77E+09,,Neutral
gw berharap ada shoot on targetnya ðŸ—¿ soalnya kemarin patrick hadehh shoot on target kurang banget,1.77E+09,,Negative
#herdmanstay,1.77E+09,,Positive
Petrick bilek :penak jaman ku toðŸ˜,1.77E+09,,Negative
"kick n rush??? rush ny doank yg ad,, passing control aj diaspora doank yg bener wkwkwk",1.77E+09,,Negative
menjadi pelatih timnas Indonesia salah satu pekerjaan paling berbahaya didunia,1.77E+09,,Neutral
mungkin gaya main indonesia harus kyk Inggris. keras,1.77E+09,,Neutral
siapa pun pelatih nya klo mash ada ikut campur politik susah,1.77E+09,,Neutral
"pas sty ngelatih pada minta sty out, lah sekarang pas udh gk ngelatih indo pada minta balik ngelatih indo tu gmana",1.77E+09,,Neutral
"PELATIH DITEMPAT LAMA - INDONESIA BEDA BUNG BINDER - BISA JADI KALAU YG DIPASANG PEMAIN TITIPAN ANALISA TIDAK BERFGUNA - KARENA PELATIH YG DISUARAKAN MASYARAKAT HANYA SINTAYONG.
 SAYA TIDAK SUKA BOLA - SINTAYONG PUNYA MAHGNIT SINERGI DENGAN PEMAIN DAN MASYARAKAT.",1.77E+09,,Neutral
lain Kanada lain Indonesia,1.77E+09,,Neutral
"bisa bhsa inggris ga,pemain nya bnyk bhsa inggris",1.77E+09,,Neutral
Yg bermasalah PSSInya ðŸ¤®ðŸ¤®ðŸ¤®,1.77E+09,,Neutral
"percuma pelatih bagus,,,kalau pssi nya bobrok",1.77E+09,,Neutral
selamat datang di pekerjaaan paling berbahaya di dunia bakalan kena mental juga sihðŸ˜­ðŸ”¥,1.77E+09,,Neutral
Cocok ini bagus cv nya,1.77E+09,,Positive
pertandingan terdekat timnas senior ada gak ya?,1.77E+09,,Neutral
dari Alphonso jadi calvinðŸ˜¹ðŸ¤­,1.77E+09,,Neutral
"Gua lebih percaya sm kemampuan dn skil coach indra sapri ðŸ™ coach sapri sudh teruji prnh melatih napoli, valencia, milan, munchen",1.77E+09,,Negative
#herdmanoutt,1.77E+09,,Negative
seketika jule menggatal,1.77E+09,,Neutral
semoga,1.77E+09,,Neutral
percuma kalau pelatih bagus tapi federasinya mafia smua,1.77E+09,,Neutral
dia gg sih ðŸ’€,1.77E+09,,Neutral
energik,1.77E+09,,Positive
"bagusan indra Sjafrie, #Titip ðŸ˜œðŸ˜",1.77E+09,,Negative
tapi kita wajib butuh pelatih analisis yang paling detail sedetailnya sampe semut pun dibahas ðŸ—¿,1.77E+09,,Neutral
"John herdman out
 Louis Van Indra Xavi Alonso in",1.77E+09,,Negative
gak kaya petrick plonga plongo doang,1.77E+09,,Positive
pemain kita dari Belanda ðŸ˜­di suruh main kick & rush,1.77E+09,,Negative
#HERDMANOUT,1.77E+09,,Negative
"dari segi nama aja, udah Indonesia kali, ""Herman""ðŸ”¥ðŸ”¥",1.77E+09,,Neutral
#herdmanOutðŸ—¿,1.77E+09,,Negative
#HERDMANOUT,1.77E+09,,Negative
bagus sih 2026 fokus ke sistem permainan dan 2027 pembuktian di piala asia!,1.77E+09,,Positive
#ganti ET,1.77E+09,,Negative
ITU CANADA BANG...INI KONOHAðŸ˜ðŸ˜,1.77E+09,,Neutral
Siapapun asal lebih dari sty,1.77E+09,,Positive
tpi maaf yah itu permainan paling kuno njirrr mirip mirip long ball apakah cocok di indo?,1.77E+09,,Negative
bakalan kyk kemaren lagi g nih siklusnya,1.77E+09,,Negative
"apa masih respek dengan timnas jika pak ketum PSSI nya masih Erik Thohir,nanti terlihat maju berkembang enak mainnya dipecat ,trauma dengan janji manis.ðŸ¤¦ðŸ¤¨ðŸ¤”ðŸ˜¤ðŸ˜¡",1.77E+09,,Negative
udah fix?,1.77E+09,,Neutral
"pak herman bawa timnas ke era ""Telpon Argentina kita rematch""",1.77E+09,,Positive
"top pekerjaan paling berbahaya
 1. jadi pelatih emyu
 2. jadi pelatih indo
 ðŸ˜…ðŸ˜…",1.77E+09,,Negative
awas pekerjaan paling bahaya ðŸ¤£,1.77E+09,,Neutral
ini udh bener atau cuma masih perbincangan aja sih cuy,1.77E+09,,Neutral
"lah kenapa nggak IS aja yg jadi pelatih, kan itu favorit para exco, knpa harus keluar banyak uang buat orang asing",1.77E+09,,Negative
"nah gini yang kita butuhkan pelatih yang membara saat tim nya tampil buruk, sehingga para pemain berpikir keras",1.77E+09,,Positive
sudah deal ini ta bro ?,1.77E+09,,Neutral
pekerjaan paling beresiko dan berbahayaðŸ—¿,1.77E+09,,Neutral
harusnya ini dr pada petrix kemaren,1.77E+09,,Positive
Tolong lah please siapa pun pelatih nya kalah atau menang jangan lah di teriakin STY. Kasih dia kesempatan kasih waktu. Kalau sdh 2 tahun gak ada progres baru di protes. Tolong yaaa biar timnas kita maju,1.77E+09,,Neutral
gass Tampa ragu lebih baik ini dari pada modal nyengir doang,1.77E+09,,Positive
"nah.... ini...bapak disiplin..... jangan lirik PSSI, fokus timnas pak",1.77E+09,,Positive
cara merubah Andik Vermansyah menjadi Rodrigo,1.77E+09,,Neutral
"kok gk excited lg ya, maaf ya tapi ya kyk gitu nyatanya
 ujung""nya tau lah kan",1.77E+09,,Negative
auranya aja lebih sangar dari pattrick ðŸ”¥,1.77E+09,,Positive
"Sty: Catenaccio
 Pattrick: Gagal total football
 Jhon: Kick n Rus",1.77E+09,,Negative
masih ragu ...... bung mainkan coba....,1.77E+09,,Neutral
"tapi kualitas pemain Canada dgn indo jauh beda ðŸ¤£ indo pemain bertahan yg bisa bersaing, pemain depan bemo , aplg tengah kita udah loyo haye, gda gelandang kuat pegang bola",1.77E+09,,Neutral
selagi di kubu pssi masib banyak mafia sebagus apapun pemain dan pelatinnya akan kalah dengan sistem ðŸ˜Ž,1.77E+09,,Neutral
Patrick jilid 2,1.77E+09,,Negative
terus pemainnya siapa kwkwkwk yg timnas u 23 kemarin???ðŸ¤£ðŸ¤£ðŸ¤£,1.77E+09,,Neutral
beda sama Patrick,1.77E+09,,Neutral
kita buktikan coach,1.77E+09,,Positive
HermanðŸ˜¹,1.77E+09,,Neutral
dah pasti kah ini pelatihnya???,1.77E+09,,Neutral
Dia megang senior doang sama yg juniornya jugaa,1.77E+09,,Neutral
apakah pelatih ini gampang di setir atau tidak sama si itu entarðŸ¤”,1.77E+09,,Neutral
apakah era kingÂ²an akan kembali lagi?ðŸ˜,1.77E+09,,Neutral
seumuran bapak gw tapi dia kok keliatan lebih muda ya,1.77E+09,,Neutral
